risk_lambda,mean,std,p95,p99
0.0,8.552003393185247,403.1616887199893,670.2880418172616,952.9263474189186
0.01,47.44754775515004,41.073980999212566,114.5682340907526,143.4593269523458
0.02,59.51477455759726,28.030115402381448,105.67325548305915,124.52423018417073
0.05,75.0414499782715,15.078410762025086,99.53630792505018,109.85139313226884
0.1,85.75519894101238,8.032541538985308,98.81870310997765,104.34504714830858
0.2,90.95554510099431,4.989727371132287,99.26777913881779,102.76864504623454
0.5,96.26821804039861,1.995890948452919,99.5931116555279,100.99345801849496
1.0,98.11510902019909,0.997945474226458,99.77755582776372,100.47772900924635
