initial_capital,model_version,execution_convention,selected_pairs,total_gross_budget,total_pnl_dollars,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_active_pairs,max_active_pairs,active_day_pct,avg_gross_exposure_pct,max_gross_exposure_pct,folds,folds_with_selected_pairs,avg_selected_pairs_per_fold
100000,0.2.0,signal_close_t_fill_close_t_plus_1,2,50000,-1695.7517648278154,-0.01695751764827813,-0.03362747789176457,0.0429838011645194,-0.7742143127559039,-0.03440863371881042,0.9841269841269841,2,0.6746031746031746,0.24625042924455592,0.5193204093637145,1,1,2.0
