ticker_a,ticker_b,execution_convention,model_version,holding_period_unit,formation_days,entry_z,exit_z,round_trip_cost_bps,initial_capital,gross_notional_per_trade,max_holding_sessions,stop_z,require_rolling_pass,require_regime_allowed,completed_trades,win_rate,total_pnl_dollars,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,exposure_pct,first_trade_date,last_trade_date,avg_days_held,median_days_held,avg_sessions_held,avg_gross_pnl_bps,avg_net_pnl_bps,total_net_pnl_bps,worst_net_pnl_bps,best_net_pnl_bps,fold_id,group,subgroup,selection_score,allocated_gross_notional,hmm_states,test_start,test_end
USO,XOP,signal_close_t_fill_close_t_plus_1,0.2.0,trading_sessions,252,1.5,0.5,4.0,100000,25000.0,40,3.0,False,False,7,0.7142857142857143,-1716.658491157781,-0.017166584911577853,-0.03403847818562933,0.04281022790294756,-0.7874649662791917,-0.03413946781736599,0.4603174603174603,2025-10-17,2026-03-23,8.285714285714286,3.0,8.285714285714286,-94.00860806115251,-98.09477092330215,-686.6633964631151,-1274.3816119338046,359.9679227746597,1,energy,energy_commodity,4.176839731904996,25000.0,,2025-10-01,2026-04-01
HYD,HYMB,signal_close_t_fill_close_t_plus_1,0.2.0,trading_sessions,252,1.5,0.5,4.0,100000,25000.0,40,3.0,False,False,3,0.6666666666666666,20.90672632996575,0.00020906726329972258,0.00041817823571999035,0.0021502866112617152,0.1955017155695436,-0.0012739549821407792,0.5238095238095238,2025-10-02,2026-03-05,22.0,16.0,22.0,6.781407253429809,2.78756351066243,8.36269053198729,-16.893289400538922,24.800772289958683,1,municipal,national_muni,8.623641662464465,25000.0,,2025-10-01,2026-04-01
