ticker_a,ticker_b,asset_class,group,subgroup,candidate_tier,overlap_days,return_corr,passes_pair_filter,n_obs,coint_stat,coint_pvalue,adf_stat,adf_pvalue,hedge_ratio,intercept,half_life_days,spread_mean,spread_std,passes_coint_filter,rank_score
ARGT,COPX,equity,global_equity,global,same_subgroup,2512,0.5316986080712518,True,2512,-2.1154415237275215,0.4682983628641611,-2.115022065118637,0.23851721340574739,0.8956065294996601,0.5829182032495366,209.10648950152657,7.441089167059545e-08,0.24156862497329712,False,1248.0
XMHQ,XMMO,equity,factor,momentum__quality,related_subgroup,2512,0.8611112778398841,True,2512,-1.73817956507337,0.6592356363504464,-1.738894996500206,0.41119216354948096,0.7878104120785114,0.7728354832359718,203.20753095453293,1.0326409949357185e-07,0.08350446075201035,False,1250.0
ARKQ,FDN,cross_asset,sector__industry,technology__internet,sector_industry,2512,0.8058340641476746,True,2512,-2.0195059915043587,0.518424733963318,-2.019079510517202,0.27827056154850804,1.3488293102130222,-2.961438610838224,208.40806570939728,2.5512306933705986e-07,0.15804767608642578,False,1252.0
FVD,HDV,equity,factor,dividend,same_subgroup,2512,0.9200920230109575,True,2512,-1.4014380767834995,0.7970198888357299,-1.400480724018799,0.5820456316983293,0.9120204581440943,0.9401669000106825,304.6475665263722,-1.3667307285913921e-08,0.05029621720314026,False,1255.0
CQQQ,QTEC,equity,sector,technology,same_subgroup,2512,0.5672284885014343,True,2512,-2.0587732979506512,0.4979239342538104,-2.0584014126439194,0.2615670546698346,0.03214157320945121,3.712138641633235,197.5858200236264,-1.2148717587479041e-08,0.24985644221305847,False,1263.0
CQQQ,PTF,equity,sector,technology,same_subgroup,2512,0.48764465761309705,True,2512,-2.0516905682382105,0.501625807554672,-2.051504804947345,0.26445622001759184,0.02908427168781147,3.7615065798318112,197.20588629753598,3.03717939686976e-08,0.24974893033504486,False,1265.0
PSI,XSD,equity,industry,semiconductors,same_subgroup,2512,0.9602711197870408,True,2512,-1.8403683947963767,0.6099146498002009,-1.8382122756954318,0.36166207925833316,1.030324679732431,-1.635833741174273,280.5090178319606,-9.870832684555353e-08,0.08380210399627686,False,1265.0
EDV,TLT,fixed_income,us_bonds,long_treasury__treasury,related_subgroup,2512,0.9824891960675413,True,2512,-0.32184206449230995,0.974852886147364,-0.29010622466675007,0.926893945259509,1.4515769925008168,-2.2273159976384296,256.2804173822183,1.0857916521445077e-07,0.03268418461084366,False,1266.0
ARKQ,PTF,equity,sector,technology,same_subgroup,2512,0.8011730962102724,True,2512,-1.9613997361253057,0.5485753047250966,-1.9610737039041315,0.3038972790678578,0.8069459712400986,1.0152812330821614,227.1881086871272,0.0,0.15231706202030182,False,1267.0
PSI,QTEC,cross_asset,sector__industry,technology__semiconductors,sector_industry,2512,0.907061874089568,True,2512,-1.8239271265528083,0.6180286769192915,-1.8220992627395167,0.369546523906695,1.350940886867059,-3.00407947272425,199.7722883567297,-1.5945191478294873e-07,0.11819416284561157,False,1269.0
