ticker_a,ticker_b,parameter_sets,robust_pass_rate,positive_return_rate,enough_trades_rate,median_total_return,median_sharpe,median_trades,worst_max_drawdown,best_total_return,worst_total_return
CEF,GDX,1080,0.4388888888888889,0.6592592592592592,0.7703703703703704,0.002843731456789622,0.0805383131192556,11.0,-0.02843687112698723,0.0341647824704534,-0.015247589013869023
IXJ,IYH,1080,0.325,0.4166666666666667,0.6370370370370371,-0.00033511803775809756,-0.05646982675991723,7.0,-0.010544194656357586,0.005194486013974764,-0.010157824815962058
