selected_pairs,pairs,scaled_total_return,scaled_total_pnl_dollars,best_pair_return,worst_pair_return,simple_avg_sharpe
1,USO/XES,-0.0341984520842825,-3419.8452084283,-0.0068396904168565,-0.0068396904168565,-1.0996502413999871
2,"USO/XES, BNO/XOP",0.0066912820556450005,669.128205564414,0.0095162032391145,-0.0068396904168565,0.5380013202523937
3,"USO/XES, BNO/XOP, IHF/PPH",0.0037491268566585004,374.9126856657696,0.0095162032391145,-0.0068396904168565,0.3045490909556881
5,"USO/XES, BNO/XOP, IHF/PPH, SIL/SIVR, CEF/IAU",-0.008179056944380099,-817.9056944381133,0.0095162032391145,-0.007115019845613,-0.7290233715620722
